47,140|16,17,18,19,20
47,179|15,14,13,12,11
47,391|6,7,8,9,10
47,430|5,4,3,2,1
543,140|62,63,64,65,66
543,179|61,60,59,58,57
543,391|52,53,54,55,56
543,430|51,50,49,48,47
230,140|39,40,41,42
230,179|38,37,36,35
384,140|43,44,45,46
384,179|34,33,32,31
295,282|26,27,28,29,30
295,311|25,24,23,22,21
